,mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_coal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_coal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_coal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,smile,S07,S07T,S18B,S22,MOZT1,geos_chem_species,id
336,98.0,C5H6O2,"2(3h)-furanone, 5-methyl-",NMOC_g,,,,0.00396,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC1=CCC(=O)O1,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H6O2/c1-4-2-3-5(6)7-4/h2H,3H2,1H3"
337,98.0,C5H6O2,2-furan methanol,NMOC_g,0.8636,0.251,,0.32522,0.3297,0.1504,0.1772,0.0616,,,,,,0.53723,0.2379,1.0,2.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.2708,,0.2346,,,,,,,,,,0.2367,,C1=COC(=C1)CO,ARO1,ARO1,FURNS,FURNS,TOLUENE,,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2"
338,98.0,C4H2O3,Maleic anhydride,NMOC_g,0.109,0.07,,0.0972,,0.146,,,,,,,,0.063,,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0351,,,,,,,,,,0.012,,C1=CC(=O)OC1=O,OLE2,OLE2,MALAH,MALAH,BIGENE,,InChI=1S/C4H2O3/c5-3-1-2-4(6)7-3/h1-2H
340,100.0,C5H8O2,"2-butenoic acid, methyl ester",NMOC_g,,,,,,,,,,,,,,0.00559,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=CC(=O)OC,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H8O2/c1-3-4-5(6)7-2/h3-4H,1-2H3/b4-3+"
341,100.0,C5H8O2,Unsaturated c5 carboxylic acids,NMOC_g,,0.04602,,0.00745,,,,,,,,,,0.00768,,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0474,,,,,,,,,,,,,,CC(=O)OCC=C,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C5H8O2/c1-3-4-7-5(2)6/h3H,1,4H2,2H3"
342,100.0,C5H8O2,"2,3-pentanedione",NMOC_g,,0.01726,,0.03184,0.0826,,,,,,,,,0.10964,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=O)C(=O)C,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h3H2,1-2H3"
343,100.0,C5H8O2,Methyl methacrylate,NMOC_g,,0.00415,,0.06452,,0.04315,,,,,,,,0.00279,,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0426,,,,,,,,,,,,CC(=C)C(=O)OC,OLE2,OLE2,OLEP,OLEP,BIGENE,,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3"
345,100.0,C6H12O,N-hexanal,NMOC_g,,0.00937,0.61,0.0535,0.00728,0.0163,,,,,,,0.017,0.00148,0.1432,0.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,0.0706,,,,,,,,,,,,CCCCCC=O,RCHO,RCHO,RCHO,RCHO,BIGALK,,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
346,100.0,C6H12O,2-hexanone,NMOC_g,,0.00248,,0.0101,0.00735,0.0153,,,,,,,,0.00249,,0.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0028,,,,,,,,,,0.002,,CCCCC(=O)C,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3"
347,100.0,C6H12O,3-hexanone,NMOC_g,,,,0.0399,,0.033,,,,,,,,0.00197,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0121,,,,,,,,,,,,CCCC(=O)CC,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3"
348,100.0,C6H12O,"2-pentanone, 3-methyl-",NMOC_g,,,,,0.01387,,,,,,,,,0.00088,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(C)C(=O)C,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3"
349,100.0,C6H12O,"3-pentanone, 2-methyl-",NMOC_g,,,,,0.0044,,,,,,,,,0.0003,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC(=O)C(C)C,PRD2,PRD2,KET2,KET2,,,"InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3"
350,100.0,C6H12O,4-methyl-2-pentanone,NMOC_g,,,,0.005,0.00755,,,,,,,,,0.00179,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,0.001,,CC(C)CC(=O)C,PRD2,PRD2,KET2,KET2,MEK,,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3"
351,100.0,C7H16,N-heptane,NMOC_g,0.024,0.0231,0.0056,0.023,0.2324,0.0146,,0.0042,0.043,,,0.31,,0.01183,0.231,2.0,2.0,1.0,10.0,3.0,2.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,10.0,1.0,0.024,0.0013,,0.0141,0.1434,0.0093,,0.0052,0.0601,,,0.4342,,0.0183,,CCCCCCC,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3"
352,100.0,C7H16,"Hexane, 2-methyl-",NMOC_g,0.007,0.0004,,0.008,0.1089,,,,,,,,,0.0058,,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.0086,0.143,,,,,,,,,0.0065,,CCCCC(C)C,ALK5,ALK5,ALK4,ALK4,BIGALK,,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3"
353,100.0,C7H16,"Hexane, 3-methyl-",NMOC_g,0.013,,,0.0097,0.1856,,,,,,,,,0.00424,,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,0.0078,0.2481,,,,,,,,,0.0007,,CCCC(C)CC,ALK5,ALK5,ALK4,ALK4,BIGALK,,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3"
354,100.0,C7H16,"Pentane, 2,3-dimethyl-",NMOC_g,0.004,0.0012,,0.0022,0.0075,,,,,,,,,0.0092,,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0011,,,,,,,,,,,,CCC(C)C(C)C,ALK5,ALK5,ALK4,ALK4,BIGALK,,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3"
355,100.0,C7H16,"Pentane, 2,4-dimethyl-",NMOC_g,0.006,,,0.0121,,0.015,,,,,,,,0.01019,,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,0.012,,,,,,,,,,0.0015,,CC(C)CC(C)C,ALK4,ALK4,ALK4,ALK4,BIGALK,,"InChI=1S/C7H16/c1-6(2)5-7(3)4/h6-7H,5H2,1-4H3"
356,100.0,C4H4O3,Dihydro furandione,NMOC_g,,,,0.066,0.1268,0.01075,,,0.0529,,,,,0.0533,,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.009,,,,,,,,,,,,C1CC(=O)OC1=O,OLE2,OLE2,OLEP,OLEP,,,InChI=1S/C4H4O3/c5-3-1-2-4(6)7-3/h1-2H2
357,102.0,C4H6O3,Methyl pyruvate,NMOC_g,0.1389,0.40723,,0.10144,0.1064,0.035,0.1306,0.0446,,,,,,0.0747,0.0384,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0226,,,,,,,,CC(=O)C(=O)OC,MEK,MEK,KET2,KET2,,,InChI=1S/C4H6O3/c1-3(5)4(6)7-2/h1-2H3
358,102.0,C4H6O3,Acetic anhydride,NMOC_g,,0.02815,,0.05735,0.0187,0.0284,,,0.2016,,,,,0.1336,,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0063,,0.0647,,,,,,,,,,0.1783,,CC(=O)OC(=O)C,NROG,NROG,NROG,NROG,NROG,,InChI=1S/C4H6O3/c1-3(5)7-4(2)6/h1-2H3
359,102.0,C5H10O2,Valeric acid,NMOC_g,,0.03015,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC(=O)O,PACD,PACD,RCOOH,OACID,,,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
360,102.0,C5H10O2,Methyl butanoate,NMOC_g,,,,0.01382,,0.00615,,,,,,,,0.01845,,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0063,,,,,,,,,,,,CCCC(=O)OC,ALK3,ALK3,OTH2,ALK5,NROG,,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3"
361,102.0,C8H6,Phenylacetylene,NMOC_g,0.0275,0.0365,,0.0365,0.0087,0.0298,0.1447,,0.0064,,,,,0.0403,,2.0,1.0,0.0,9.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0304,,,0.062,,0.0258,,,,,,,,0.0789,,C#CC1=CC=CC=C1,OLE1,OLE1,STYRS,STYRS,,,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H"
362,103.0,C7H5N,Benzonitrile,NMOC_g,0.073,0.0443,,0.0479,0.0946,0.0305,,,0.0776,,,,,0.0319,,1.0,3.0,0.0,10.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,0.0192,,0.0268,0.0439,0.0185,,,,,,,,0.0217,,C1=CC=C(C=C1)C#N,ALK5,ALK5,OTH4,ALK5,,,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H
363,103.0,C3H5NO3,Propanone nitrate,NMOC_g,,,,0.004,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(=O)CO[N+](=O)O,RNO3,RNO3,R1NO3,R1NO3,,PROPNN,"InChI=1S/C3H6NO4/c1-3(5)2-8-4(6)7/h2H2,1H3,(H,6,7)/q+1"
364,104.0,C8H8,Styrene,NMOC_g,0.1067,0.1104,,0.0837,0.0791,0.0637,0.1436,0.0315,0.098,,,0.0036,,0.0404,1.5235,2.0,3.0,0.0,12.0,4.0,3.0,1.0,7.0,7.0,0.0,0.0,2.0,0.0,12.0,3.0,0.1079,0.063,,0.0367,0.0375,0.0306,,0.025,0.1077,,,0.0014,,0.034,1.7743,C=CC1=CC=CC=C1,OLE2,OLE2,STYRS,STYRS,XYLENES,,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2"
365,104.0,C8H8,C8H8 isomers,NMOC_g,,0.0026,,0.0018,,,,,,,,,,0.0002,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1C=CC=CC=C1,OLE2,OLE2,OLEC,OLE2,,,1219.62_1.888
367,104.0,C5H12O2,"1,5-pentanediol",NMOC_g,,0.0029,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C(CCO)CCO,ALK5,ALK5,OTH4,ALK5,,,"InChI=1S/C5H12O2/c6-4-2-1-3-5-7/h6-7H,1-5H2"
368,104.0,C4H8O3,C4-dihydroxycarbonyls,NMOC_g,,,,0.047,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,OCC(O)C(=O)C,PRD2,PRD2,KET2,KET2,,,104.09133999999999_C2H4O3
369,105.0,C7H7N,Vinylpyridine,NMOC_g,,,,0.0063,0.0056,0.0011,,,0.0136,,,,,0.0014,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0031,,,,,,,,,,,,C=CC1=CC=CC=N1,OLE2,OLE2,STYRS,STYRS,,,"InChI=1S/C7H7N/c1-2-7-5-3-4-6-8-7/h2-6H,1H2"
370,105.0,C2H3NO4,Ethanal nitrate,NMOC_g,,,,0.0027,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC(=O)O[N+](=O)[O-],RNO3,RNO3,R1NO3,R1NO3,,,InChI=1S/C2H3NO4/c1-2(4)7-3(5)6/h1H3
371,105.0,C3H7NO3,N-propyl nitrate,NMOC_g,0.0004,0.0003,0.0003,0.0003,,0.0002,,0.0001,0.001,,,,,0.0001,,1.0,2.0,1.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0001,,0.0001,,,,0.0,0.0012,,,,,0.0001,,CCCO[N+](=O)[O-],RNO3,RNO3,R1NO3,R1NO3,,,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3"
372,105.0,C3H7NO3,Isopropyl nitrate,NMOC_g,,0.0016,0.001,0.0017,,,,0.0003,0.003,,,,,,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0004,,,,0.0001,0.004,,,,,,,CC(C)O[N+](=O)[O-],NROG,NROG,R1NO3,R1NO3,ALKNIT,,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3"
374,106.0,C8H10,Ethylbenzene,NMOC_g,0.04475,0.06896,0.04703,0.04869,0.13317,0.03013,,0.0214,0.1407,,,0.17635,0.04868,0.02531,0.24937,2.0,3.0,4.0,11.0,4.0,3.0,0.0,6.0,7.0,0.0,0.0,3.0,3.0,12.0,3.0,,0.043,0.03,0.0218,0.0826,0.0177,,0.0127,0.1498,,,0.1877,0.0417,0.017,0.2541,CCC1=CC=CC=C1,ARO1,ARO1,C2BEN,C2BEN,TOLUENE,,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
375,106.0,C8H10,P-xylene,NMOC_g,0.00149,,0.02302,,,,,,,,,,0.0084,,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0071,,,,,,,,,,,,,CC1=CC=C(C=C1)C,ARO2,PXYL,PXYL,PXYL,XYLENES,,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3"
376,106.0,C8H10,M-xylene,NMOC_g,0.0054,,0.03683,,,,,,,,,,0.02099,,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0141,,,,,,,,,,,,,CC1=CC(=CC=C1)C,ARO2,MXYL,MXYL,MXYL,XYLENES,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3"
377,106.0,C8H10,O-xylene,NMOC_g,0.01291,0.06037,0.02302,0.04255,0.19378,0.02337,,0.01755,0.097,,,0.24035,0.0126,0.02063,0.10287,3.0,3.0,3.0,11.0,4.0,3.0,0.0,6.0,7.0,0.0,0.0,3.0,2.0,12.0,3.0,0.017,0.0304,0.0071,0.0248,0.0959,0.0133,,0.014,0.0964,,,0.2512,,0.0184,0.1297,CC1=CC=CC=C1C,ARO2,OXYL,OXYL,OXYL,XYLENES,XYLE,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3"
378,106.0,C8H10,C8H10 isomers,NMOC_g,,0.0048,,0.0062,,,,,,,,,,0.0006,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1C=CC=CC=C1,OLE2,OLE2,OLEC,OLE2,,,1039.67_1.641
379,106.0,C4H10O3,Diethylene glycol,NMOC_g,,0.0036,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C(COCCO)O,ALK5,ALK5,OTH4,ALK5,,,"InChI=1S/C4H10O3/c5-1-3-7-4-2-6/h5-6H,1-4H2"
380,106.0,C7H6O,Benzaldehyde,NMOC_g,0.1211,0.0866,,0.1617,0.0514,0.1151,0.0699,0.0216,0.0875,,,,,0.0788,0.4217,2.0,3.0,0.0,11.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.1017,0.0533,,0.1451,0.0191,0.1124,,0.0185,,,,,,0.05,0.4762,C1=CC=C(C=C1)C=O,BALD,BALD,BALD,BALD,BZALD,,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H
383,107.0,C6H5NO,Pyridine aldehyde + methylfuronitrile + nitrosobenzene,NMOC_g,,,,0.0086,0.0146,0.0016,,,0.0184,,,,,0.0067,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1=CC=NC(=C1)C=O,ARO1,ARO1,ARO1,ARO1,,,107.03616_C6H5NO
385,108.0,C8H12,Cyclooctadiene,NMOC_g,,0.04972,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CCC=CC=CC1,MEK,MEK,OTH3,ALK6,,,"InChI=1S/C8H12/c1-2-4-6-8-7-5-3-1/h1-4H,5-8H2/b3-1-,4-2-"
386,108.0,C8H12,C8H12 isomers,NMOC_g,,0.12663,,0.07215,0.2854,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1C=CCC=C1,OLE2,OLE2,OLEC,OLE2,,,874.726_1.276
387,108.0,C2H2Cl2,"1,2-dichloroethene",NMOC_g,,,,,,,,0.0,0.0017,,,,,0.0001,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0001,0.0009,,,,,,,C(=CCl)Cl,ALK3,ALK3,OTH2,ALK5,NROG,,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H
388,108.0,C6H4O2,Quinone (=p-benzoquinone),NMOC_g,,0.025,,0.11673,0.0558,0.3564,,,0.0602,,,,,0.06215,,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0267,,,,,,,,,,,,C1=CC(=O)C=CC1=O,IPRD,IPRD,LVKS,LVKS,,,InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H
390,108.0,C7H8O,"Furan, 2-(2-propenyl)-",NMOC_g,,,,0.0021,,,,,,,,,,0.0009,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=CCC1=CC=CO1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C7H8O/c1-2-4-7-5-3-6-8-7/h2-3,5-6H,1,4H2"
391,108.0,C7H8O,"Furan, 2-(1-propenyl)-",NMOC_g,,,,,,,,,,,,,,0.0006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC=CC1=CC=CO1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C7H8O/c1-2-4-7-5-3-6-8-7/h2-6H,1H3"
392,108.0,C7H8O,"Cyclopentanone, 3,4-bis(methylene)-",NMOC_g,,,,,,,,,,,,,,0.0009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=C1CC(=O)CC1=C,IPRD,IPRD,LVKS,LVKS,,,InChI=1S/C7H8O/c1-5-3-7(8)4-6(5)2/h1-4H2
393,108.0,C7H8O,"Phenol, 2-methyl",NMOC_g,0.22,0.07752,,0.15192,0.32125,0.10555,,,,,,,,0.15559,,2.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0517,,,,,,,,,,0.0423,,CC1=CC=CC=C1O,CRES,CRES,CRES,CRES,CRESOL,,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3"
394,108.0,C7H8O,Anisole,NMOC_g,,0.01578,,0.01715,,,,,,,,,,0.00503,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,COC1=CC=CC=C1,ARO1,ARO1,ARO1,ARO1,TOLUENE,,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3"
395,108.0,C7H8O,"Phenol, 3+4-methyl",NMOC_g,,0.0254,,0.0313,,,,,,,,,,0.0276,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=CC=C1)O,CRES,CRES,PHEN,PHEN,,,1579.5_0.959
396,108.0,C6H8N2,2-ethylpyrazine,NMOC_g,,,,0.0116,,0.0041,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0083,,,,,,,,,,,,CCC1=NC=CN=C1,ARO2,ARO2,ARO1,ARO1,,,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3"
397,109.0,C7H11N,C7 acrylonitrile,NMOC_g,,,,0.0076,0.0124,0.0009,,,0.038,,,,,0.0051,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C=CCCCCC#N,ALK5,ALK5,OTH4,ALK5,,,109.08816_C7H11N
399,110.0,C6H6O2,"Furan, 2-acetyl-",NMOC_g,,0.009,,0.0137,,,,,,,,,,0.018,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC(=O)C1=CC=CO1,OLE2,OLE2,LVKS,LVKS,,,"InChI=1S/C6H6O2/c1-5(7)6-3-2-4-8-6/h2-4H,1H3"
400,110.0,C6H6O2,5-methyl furfural,NMOC_g,,0.123,,0.01702,0.46615,,,,,,,,,0.52835,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=C(O1)C=O,ARO1,ARO1,ARO1,ARO1,TOLUENE,,"InChI=1S/C6H6O2/c1-5-2-3-6(4-7)8-5/h2-4H,1H3"
401,110.0,C6H6O2,Resorcinol,NMOC_g,,,,1.49452,,0.3454,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.8329,,,,,,,,,,,,C1=CC(=CC(=C1)O)O,CRES,CRES,XYNL,XYNL,XYLENES,,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H"
402,110.0,C6H6O2,Catechol,NMOC_g,,,,0.28123,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1=CC=C(C(=C1)O)O,CRES,CRES,SVPHE,CATL,PHENOL,,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H"
404,110.0,C7H10O,"Furan, 2-propyl-",NMOC_g,,0.00463,,0.00863,,,,,,,,,,0.00173,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCCC1=CC=CO1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C7H10O/c1-2-4-7-5-3-6-8-7/h3,5-6H,2,4H2,1H3"
405,110.0,C7H10O,"Furan, 2-ethyl-5-methyl-",NMOC_g,,0.02447,,0.0225,0.0613,,,,,,,,,0.02643,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CCC1=CC=C(O1)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C7H10O/c1-3-7-5-4-6(2)8-7/h4-5H,3H2,1-2H3"
406,110.0,C7H10O,"2-cyclopenten-1-one, 2,3-dimethyl-",NMOC_g,,,,,,,,,,,,,,0.01473,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=C(C(=O)CC1)C,IPRD,IPRD,LVKS,LVKS,,,"InChI=1S/C7H10O/c1-5-3-4-7(8)6(5)2/h3-4H2,1-2H3"
